,Age,Job,Marital.Status,Education,Credit,Balance..euros.,Housing.Loan,Personal.Loan,Contact,Last.Contact.Day,Last.Contact.Month,Last.Contact.Duration,Campaign,Pdays,Previous,Poutcome,Subscription
34422,38,entrepreneur,married,primary,0,1390,1,0,cellular,5,may,106,4,-1,0.0,unknown,0
34423,33,blue-collar,married,secondary,0,931,1,0,cellular,5,may,272,2,336,1.0,failure,0
34424,46,blue-collar,married,secondary,0,524,1,0,telephone,5,may,15,7,-1,0.0,unknown,0
34425,34,management,single,tertiary,0,26575,0,0,cellular,5,may,245,6,168,1.0,failure,0
34426,35,admin.,single,secondary,0,1537,1,0,cellular,5,may,84,5,-1,0.0,unknown,0
34427,32,student,single,tertiary,0,290,1,0,cellular,5,may,18,6,-1,0.0,unknown,0
34428,33,admin.,single,secondary,0,346,1,0,cellular,5,may,24,7,354,2.0,other,0
34430,31,blue-collar,married,secondary,0,113,1,0,cellular,5,may,337,3,-1,0.0,unknown,0
34431,34,entrepreneur,married,secondary,0,2,1,1,cellular,5,may,184,1,167,6.0,failure,0
34432,45,management,married,primary,0,4758,1,0,cellular,5,may,632,5,287,6.0,success,0
34435,29,management,single,tertiary,0,1514,1,0,telephone,5,may,363,1,333,7.0,other,0
34439,26,unemployed,married,tertiary,0,0,1,0,cellular,5,may,319,1,-1,0.0,unknown,0
34445,34,management,married,tertiary,0,1184,1,0,cellular,5,may,415,1,-1,0.0,unknown,0
34448,26,technician,single,tertiary,0,3628,0,0,cellular,5,may,151,1,-1,0.0,unknown,0
34449,31,management,single,tertiary,0,170,1,1,cellular,5,may,168,1,265,2.0,failure,0
34450,30,management,single,tertiary,0,0,1,0,cellular,5,may,495,1,-1,0.0,unknown,0
34451,53,entrepreneur,divorced,tertiary,0,321,1,0,cellular,5,may,123,1,-1,0.0,unknown,0
34453,30,self-employed,single,tertiary,0,0,1,0,cellular,5,may,57,1,301,1.0,failure,0
34454,36,blue-collar,married,secondary,0,80,1,1,cellular,5,may,234,1,165,4.0,failure,0
34455,36,blue-collar,single,secondary,0,206,1,0,cellular,5,may,17,6,-1,0.0,unknown,0
34456,45,admin.,married,secondary,0,46,1,0,cellular,5,may,234,1,-1,0.0,unknown,0
34457,30,services,married,secondary,0,-111,1,0,cellular,5,may,154,1,-1,0.0,unknown,0
34458,29,housemaid,single,secondary,0,4537,1,0,telephone,5,may,29,1,-1,0.0,unknown,0
34459,40,management,married,tertiary,0,710,1,0,cellular,5,may,266,1,298,2.0,failure,0
34460,53,management,divorced,tertiary,0,2894,1,0,cellular,5,may,163,1,-1,0.0,unknown,0
34462,37,admin.,divorced,secondary,0,0,1,1,cellular,5,may,358,1,-1,0.0,unknown,0
34467,36,blue-collar,married,primary,0,378,1,0,cellular,5,may,1240,1,-1,0.0,unknown,1
34468,44,services,divorced,secondary,0,-368,1,0,cellular,5,may,895,1,-1,0.0,unknown,1
34469,37,services,married,secondary,0,4430,1,0,cellular,5,may,175,1,-1,0.0,unknown,0
34471,53,technician,married,tertiary,0,431,1,0,cellular,5,may,55,1,328,1.0,failure,0
34472,32,admin.,single,secondary,0,12,1,0,cellular,5,may,242,1,365,2.0,failure,0
34473,55,management,divorced,tertiary,0,2625,1,0,cellular,5,may,286,1,252,3.0,failure,0
34474,35,technician,single,unknown,0,726,1,0,cellular,5,may,163,1,-1,0.0,unknown,0
34475,42,management,married,tertiary,0,1272,1,0,cellular,5,may,117,1,169,1.0,failure,0
34479,43,blue-collar,married,secondary,0,130,0,0,cellular,5,may,156,1,337,3.0,failure,0
34480,46,admin.,married,secondary,0,3145,1,0,cellular,5,may,28,1,-1,0.0,unknown,0
34481,36,blue-collar,single,secondary,0,767,1,0,cellular,5,may,62,1,355,2.0,other,0
34483,53,self-employed,divorced,tertiary,0,513,1,0,cellular,5,may,17,3,-1,0.0,unknown,0
34484,30,blue-collar,married,secondary,0,61,1,0,cellular,5,may,525,1,-1,0.0,unknown,1
34485,35,blue-collar,married,primary,0,147,1,0,cellular,5,may,358,1,337,3.0,failure,0
34486,53,technician,divorced,secondary,0,258,1,1,cellular,5,may,48,2,-1,0.0,unknown,0
34487,37,blue-collar,married,secondary,0,288,1,0,cellular,5,may,159,6,-1,0.0,unknown,0
34488,29,admin.,single,secondary,0,0,1,0,cellular,5,may,187,1,365,1.0,other,0
34489,41,blue-collar,single,secondary,0,537,1,0,cellular,5,may,233,1,-1,0.0,unknown,0
34492,32,technician,married,tertiary,0,52,1,1,cellular,5,may,188,1,-1,0.0,unknown,0
34493,30,management,single,tertiary,0,0,1,0,cellular,5,may,381,1,342,7.0,failure,0
34494,52,management,married,tertiary,0,2549,1,0,cellular,5,may,604,1,-1,0.0,unknown,0
34495,58,admin.,married,secondary,0,2160,1,1,cellular,5,may,1090,1,-1,0.0,unknown,1
34498,38,admin.,divorced,secondary,0,930,1,0,cellular,5,may,46,1,-1,0.0,unknown,0
34499,26,management,married,tertiary,0,784,1,1,cellular,5,may,247,2,358,2.0,failure,0
34502,31,technician,single,secondary,0,271,1,0,cellular,5,may,269,1,-1,0.0,unknown,0
34503,41,unemployed,married,secondary,0,0,1,1,cellular,5,may,400,1,-1,0.0,unknown,1
34505,57,retired,divorced,tertiary,0,0,1,0,cellular,5,may,180,1,-1,0.0,unknown,0
34506,26,admin.,single,tertiary,0,6,1,0,cellular,5,may,171,1,-1,0.0,unknown,0
34507,59,admin.,divorced,primary,0,191,1,0,cellular,5,may,252,1,-1,0.0,unknown,0
34508,47,services,single,secondary,0,33,1,0,cellular,5,may,298,1,-1,0.0,unknown,0
34509,25,admin.,single,tertiary,0,1141,1,0,cellular,5,may,718,1,347,1.0,failure,0
34510,26,student,single,secondary,0,2572,1,0,cellular,5,may,620,1,-1,0.0,unknown,0
34512,27,management,single,secondary,0,0,1,0,cellular,5,may,239,1,-1,0.0,unknown,0
34513,39,blue-collar,married,primary,0,579,1,1,cellular,5,may,98,4,-1,0.0,unknown,0
34514,30,blue-collar,single,secondary,0,1073,1,0,cellular,5,may,1130,4,-1,0.0,unknown,0
34516,37,services,divorced,secondary,0,726,1,0,cellular,5,may,136,2,362,2.0,other,0
34518,37,management,married,tertiary,0,658,1,0,cellular,5,may,838,1,-1,0.0,unknown,1
34519,66,admin.,single,secondary,0,10177,0,0,cellular,5,may,272,4,-1,0.0,unknown,0
34520,33,blue-collar,married,secondary,0,23,1,0,cellular,5,may,173,1,-1,0.0,unknown,0
34521,35,management,married,secondary,0,2311,1,0,cellular,5,may,659,1,167,1.0,failure,0
34522,29,blue-collar,single,secondary,0,-16,1,1,cellular,5,may,201,1,-1,0.0,unknown,0
34523,30,admin.,married,secondary,0,182,1,1,cellular,5,may,143,1,364,1.0,failure,0
34524,30,technician,single,secondary,0,237,1,0,cellular,5,may,39,1,-1,0.0,unknown,0
34526,41,entrepreneur,married,tertiary,0,121,1,0,cellular,5,may,456,1,287,1.0,failure,0
34527,32,management,single,tertiary,0,0,1,0,cellular,5,may,196,1,-1,0.0,unknown,0
34528,34,blue-collar,divorced,secondary,0,0,1,0,cellular,5,may,150,1,-1,0.0,unknown,0
34529,38,technician,married,secondary,0,54,1,1,cellular,5,may,236,1,287,2.0,failure,0
34530,33,admin.,married,secondary,0,30,1,0,telephone,5,may,125,2,-1,0.0,unknown,0
34531,23,unemployed,single,secondary,0,-503,1,0,cellular,5,may,92,1,342,4.0,other,0
34533,24,student,single,secondary,0,547,0,0,telephone,5,may,60,1,-1,0.0,unknown,0
34534,30,blue-collar,married,secondary,0,203,1,0,cellular,5,may,18,6,-1,0.0,unknown,0
34535,31,services,single,secondary,0,187,1,0,cellular,5,may,241,1,347,1.0,failure,0
34536,29,technician,single,secondary,1,-368,1,0,cellular,5,may,151,1,-1,0.0,unknown,0
34538,34,management,married,tertiary,0,188,0,0,cellular,5,may,399,1,-1,0.0,unknown,0
34539,27,entrepreneur,single,secondary,0,376,1,1,cellular,5,may,273,1,-1,0.0,unknown,0
34543,25,technician,single,secondary,0,1833,1,0,cellular,5,may,323,2,-1,0.0,unknown,0
34545,32,blue-collar,single,primary,0,2829,1,0,cellular,5,may,26,1,-1,0.0,unknown,0
34548,38,blue-collar,single,secondary,0,2032,1,0,cellular,5,may,87,4,349,2.0,failure,0
34549,41,management,married,secondary,0,6,0,0,cellular,5,may,123,1,-1,0.0,unknown,0
34551,57,retired,married,secondary,0,0,1,0,cellular,5,may,127,1,363,4.0,failure,0
34552,34,management,divorced,tertiary,0,1,1,0,cellular,5,may,106,1,362,3.0,other,0
34553,33,admin.,single,tertiary,0,1371,1,0,cellular,5,may,362,1,-1,0.0,unknown,0
34559,28,services,married,secondary,0,0,1,0,cellular,5,may,335,2,281,8.0,failure,0
34560,27,technician,single,tertiary,0,75,1,1,cellular,5,may,308,1,351,1.0,failure,0
34562,43,blue-collar,married,primary,0,2598,0,0,cellular,5,may,272,2,-1,0.0,unknown,0
34563,39,management,married,tertiary,0,0,1,0,cellular,5,may,811,2,-1,0.0,unknown,1
34567,30,blue-collar,single,primary,0,253,1,0,cellular,5,may,259,1,-1,0.0,unknown,1
34568,42,management,married,tertiary,0,3718,1,0,cellular,5,may,42,1,272,2.0,failure,0
34570,56,blue-collar,divorced,primary,0,0,1,0,cellular,5,may,313,1,-1,0.0,unknown,0
34571,46,admin.,married,secondary,0,517,1,0,cellular,5,may,29,3,-1,0.0,unknown,0
34573,29,entrepreneur,married,secondary,0,178,1,0,cellular,5,may,231,4,-1,0.0,unknown,0
34574,29,services,single,secondary,0,197,1,0,cellular,5,may,19,2,-1,0.0,unknown,0
34576,33,self-employed,single,tertiary,0,94,1,0,cellular,5,may,955,2,-1,0.0,unknown,1
34579,31,blue-collar,single,secondary,0,350,1,0,cellular,5,may,383,5,-1,0.0,unknown,0
34580,28,blue-collar,married,secondary,0,-25,1,0,cellular,5,may,58,2,-1,0.0,unknown,0
34582,47,technician,married,secondary,0,232,1,0,cellular,5,may,166,2,285,1.0,failure,0
34584,47,blue-collar,married,primary,0,-301,1,0,cellular,5,may,277,1,-1,0.0,unknown,0
34586,40,services,married,secondary,0,0,1,0,cellular,5,may,184,1,334,2.0,failure,0
34587,31,services,single,secondary,0,3677,1,0,cellular,5,may,325,2,-1,0.0,unknown,0
34588,32,admin.,single,secondary,0,98,1,0,cellular,5,may,360,1,365,2.0,failure,0
34589,35,management,single,unknown,0,121,1,0,cellular,5,may,245,5,-1,0.0,unknown,0
34590,51,entrepreneur,married,tertiary,0,3921,1,0,cellular,5,may,168,1,-1,0.0,unknown,0
34591,43,management,divorced,tertiary,0,1133,1,0,cellular,5,may,131,1,-1,0.0,unknown,0
34592,33,admin.,married,secondary,0,258,1,0,cellular,5,may,37,1,-1,0.0,unknown,0
34593,40,blue-collar,married,secondary,0,617,1,0,cellular,5,may,257,1,-1,0.0,unknown,0
34595,36,blue-collar,married,secondary,0,108,1,0,cellular,5,may,348,1,-1,0.0,unknown,0
34596,41,blue-collar,married,secondary,0,992,1,1,cellular,5,may,335,1,295,3.0,failure,0
34597,42,admin.,single,secondary,0,0,1,0,cellular,5,may,127,1,-1,0.0,unknown,0
34600,35,admin.,married,secondary,0,1,1,1,cellular,5,may,58,1,-1,0.0,unknown,0
34601,32,technician,divorced,tertiary,0,75,0,0,cellular,5,may,104,3,256,9.0,failure,0
34602,41,blue-collar,married,primary,0,-441,1,0,cellular,5,may,352,1,-1,0.0,unknown,0
34603,44,unemployed,married,secondary,0,0,0,0,cellular,5,may,398,2,165,4.0,failure,0
34604,32,management,single,tertiary,0,11,1,1,cellular,5,may,399,1,-1,0.0,unknown,0
34605,35,management,married,tertiary,0,1432,1,0,cellular,5,may,54,3,-1,0.0,unknown,0
34607,35,management,married,tertiary,0,0,1,0,cellular,5,may,310,1,-1,0.0,unknown,0
34608,30,self-employed,single,secondary,0,280,0,0,telephone,5,may,92,3,-1,0.0,unknown,0
34609,37,technician,married,tertiary,0,3043,1,0,cellular,5,may,249,1,300,1.0,failure,0
34610,37,blue-collar,married,primary,0,-738,1,0,cellular,5,may,303,1,-1,0.0,unknown,0
34611,37,services,divorced,secondary,0,731,1,0,cellular,5,may,160,1,-1,0.0,unknown,0
34612,43,management,married,secondary,0,-100,1,0,cellular,5,may,227,1,-1,0.0,unknown,0
34613,33,blue-collar,married,primary,0,415,1,0,cellular,5,may,316,1,337,4.0,success,0
34614,54,technician,married,secondary,0,-258,1,0,cellular,5,may,65,3,342,1.0,other,0
34615,31,services,single,secondary,0,3,1,0,cellular,5,may,41,1,-1,0.0,unknown,0
34617,53,admin.,divorced,secondary,0,0,1,0,cellular,5,may,246,1,344,1.0,failure,0
34618,44,blue-collar,single,primary,0,38,1,0,cellular,5,may,157,4,-1,0.0,unknown,0
34619,56,technician,married,secondary,0,170,1,0,cellular,5,may,200,2,294,4.0,other,0
34620,43,blue-collar,married,secondary,0,-755,1,1,cellular,5,may,162,1,337,1.0,failure,0
34621,34,services,divorced,secondary,0,-258,1,0,cellular,5,may,259,1,-1,0.0,unknown,0
34622,31,admin.,married,secondary,0,33,1,0,cellular,5,may,290,2,-1,0.0,unknown,0
34623,54,entrepreneur,married,secondary,0,0,1,0,cellular,5,may,387,2,287,1.0,failure,0
34624,47,technician,married,secondary,0,57,0,0,cellular,5,may,253,1,342,1.0,success,0
34625,35,entrepreneur,married,tertiary,0,0,0,0,cellular,5,may,74,1,168,4.0,failure,0
34626,45,services,divorced,secondary,0,343,1,0,cellular,5,may,301,2,-1,0.0,unknown,0
34627,39,management,divorced,tertiary,0,224,1,0,cellular,5,may,106,1,-1,0.0,unknown,0
34628,35,management,married,tertiary,0,76,0,0,cellular,5,may,283,1,362,9.0,failure,0
34629,42,technician,married,secondary,0,89,1,0,cellular,5,may,159,1,-1,0.0,unknown,0
34630,32,admin.,divorced,secondary,0,-273,1,0,cellular,5,may,64,1,-1,0.0,unknown,0
34631,53,services,married,primary,0,171,1,1,cellular,5,may,343,4,167,6.0,other,0
34632,33,technician,divorced,secondary,0,1480,1,0,cellular,5,may,223,1,-1,0.0,unknown,0
34633,51,technician,single,secondary,0,-463,1,0,cellular,5,may,496,1,343,3.0,failure,0
34637,35,technician,married,secondary,0,784,1,0,cellular,5,may,101,2,-1,0.0,unknown,0
34638,48,services,single,secondary,0,0,1,1,cellular,5,may,334,1,-1,0.0,unknown,0
34639,41,management,married,tertiary,0,326,1,0,cellular,5,may,788,1,-1,0.0,unknown,1
34640,47,admin.,married,secondary,0,769,1,0,cellular,5,may,183,1,265,2.0,failure,0
34641,43,services,married,secondary,0,122,1,0,cellular,5,may,355,2,-1,0.0,unknown,0
34642,44,services,married,secondary,0,-395,1,0,cellular,5,may,894,1,-1,0.0,unknown,1
34643,27,entrepreneur,single,tertiary,0,2159,1,0,cellular,5,may,1101,1,-1,0.0,unknown,0
34645,25,student,single,secondary,0,293,1,0,telephone,5,may,170,2,-1,0.0,unknown,0
34652,55,services,married,secondary,0,-626,1,1,cellular,5,may,369,2,278,5.0,failure,0
34653,39,admin.,divorced,secondary,0,676,1,0,cellular,5,may,281,2,-1,0.0,unknown,0
34654,45,admin.,married,secondary,0,251,1,0,cellular,5,may,304,2,259,2.0,failure,0
34655,32,management,married,tertiary,0,4761,1,0,cellular,5,may,159,2,350,2.0,failure,0
34656,46,blue-collar,married,unknown,0,9328,1,0,cellular,5,may,725,3,-1,0.0,unknown,1
34657,38,services,married,secondary,0,0,1,0,cellular,5,may,263,2,-1,0.0,unknown,0
34658,33,management,married,tertiary,0,8339,1,0,cellular,5,may,335,2,165,5.0,other,0
34660,31,admin.,married,secondary,0,368,1,0,cellular,5,may,414,5,361,3.0,other,0
34662,59,blue-collar,married,secondary,0,5314,1,0,cellular,5,may,200,3,-1,0.0,unknown,0
34663,44,management,divorced,tertiary,0,0,1,1,cellular,5,may,297,2,167,1.0,failure,0
34665,30,services,married,tertiary,0,6,1,0,cellular,5,may,279,2,342,2.0,failure,0
34667,37,admin.,married,secondary,0,176,1,0,cellular,5,may,147,2,347,1.0,failure,0
34668,48,blue-collar,married,secondary,0,2345,1,1,cellular,5,may,306,2,-1,0.0,unknown,0
34671,30,technician,single,secondary,0,-522,1,1,cellular,5,may,670,2,286,6.0,failure,1
34673,35,services,divorced,secondary,0,67,1,0,cellular,5,may,192,2,-1,0.0,unknown,0
34674,45,admin.,single,secondary,0,341,1,1,cellular,5,may,77,2,-1,0.0,unknown,0
34676,19,student,single,secondary,0,291,0,0,telephone,5,may,291,5,-1,0.0,unknown,0
34678,39,blue-collar,single,secondary,0,519,1,1,cellular,5,may,180,3,166,15.0,failure,0
34679,52,technician,married,secondary,0,221,1,0,cellular,5,may,178,2,363,3.0,failure,0
34680,51,blue-collar,married,primary,0,565,1,1,cellular,5,may,157,7,250,3.0,failure,0
34681,37,management,married,tertiary,0,8564,1,0,cellular,5,may,211,2,347,1.0,failure,0
34682,35,admin.,married,secondary,0,1286,1,0,cellular,5,may,862,3,337,1.0,other,1
34683,42,blue-collar,married,secondary,0,2152,1,0,cellular,5,may,319,2,169,1.0,failure,0
34684,61,retired,divorced,secondary,0,0,0,0,cellular,5,may,272,3,-1,0.0,unknown,0
34685,24,admin.,single,tertiary,0,805,1,0,cellular,5,may,169,2,-1,0.0,unknown,0
34689,42,services,single,secondary,0,241,1,0,cellular,5,may,704,2,-1,0.0,unknown,0
34691,27,admin.,married,secondary,0,3160,1,0,cellular,5,may,209,5,343,1.0,failure,0
34692,28,services,divorced,secondary,0,6,1,1,cellular,5,may,211,2,278,23.0,other,0
34693,53,services,married,primary,0,2618,1,0,cellular,5,may,185,2,165,2.0,failure,0
34696,43,management,married,tertiary,0,176,1,0,cellular,5,may,253,2,286,1.0,failure,0
34697,31,technician,single,secondary,0,4888,1,0,telephone,5,may,475,4,166,2.0,failure,0
34698,41,blue-collar,married,secondary,0,440,1,0,cellular,5,may,523,1,334,2.0,failure,0
34699,30,management,single,tertiary,0,61,1,0,telephone,5,may,36,7,165,5.0,other,0
34700,29,management,single,tertiary,0,2799,1,0,cellular,5,may,371,2,-1,0.0,unknown,0
34701,41,services,married,unknown,0,394,1,0,cellular,5,may,52,3,-1,0.0,unknown,0
34702,34,technician,single,secondary,0,513,1,0,cellular,5,may,165,3,169,5.0,other,0
34703,50,blue-collar,married,secondary,0,253,1,1,cellular,5,may,475,2,-1,0.0,unknown,0
34705,27,admin.,single,tertiary,0,1993,1,0,cellular,5,may,102,5,-1,0.0,unknown,0
34706,35,admin.,married,primary,0,-229,1,0,cellular,5,may,176,1,-1,0.0,unknown,0
34708,47,technician,married,primary,0,434,1,1,cellular,5,may,278,1,-1,0.0,unknown,0
34711,30,blue-collar,single,secondary,0,-390,1,0,cellular,5,may,275,1,-1,0.0,unknown,0
34712,36,technician,divorced,primary,0,-127,1,0,cellular,5,may,320,1,-1,0.0,unknown,0
34713,33,management,single,tertiary,0,0,1,0,telephone,5,may,399,2,358,5.0,other,0
34716,37,admin.,single,secondary,0,597,1,0,cellular,5,may,126,1,-1,0.0,unknown,0
34717,36,technician,single,secondary,0,7503,1,0,telephone,5,may,193,1,335,1.0,failure,0
34718,36,blue-collar,married,secondary,0,0,1,0,cellular,5,may,189,1,-1,0.0,unknown,0
34719,47,entrepreneur,married,tertiary,0,0,0,0,cellular,5,may,418,3,-1,0.0,unknown,0
34722,32,blue-collar,single,secondary,0,127,1,0,cellular,5,may,195,1,-1,0.0,unknown,0
34723,56,management,married,tertiary,0,505,1,1,cellular,5,may,221,1,169,3.0,failure,0
34724,46,technician,married,tertiary,0,342,1,1,cellular,5,may,84,1,-1,0.0,unknown,0
34727,30,blue-collar,married,primary,0,-327,1,1,cellular,5,may,305,1,294,7.0,other,0
34728,35,blue-collar,married,secondary,0,225,1,0,cellular,6,may,160,7,343,2.0,failure,0
34730,39,services,married,secondary,0,-311,1,0,cellular,6,may,55,2,345,2.0,other,0
34732,35,management,single,tertiary,0,107,1,0,cellular,6,may,142,3,-1,0.0,unknown,0
34734,49,blue-collar,married,secondary,0,8545,1,1,cellular,6,may,199,7,167,1.0,failure,0
34735,46,management,married,tertiary,0,523,1,0,cellular,6,may,105,4,366,2.0,failure,0
34736,59,retired,married,primary,0,1064,1,0,cellular,6,may,88,2,-1,0.0,unknown,0
34737,30,management,married,tertiary,0,94,1,0,cellular,6,may,87,1,-1,0.0,unknown,0
34738,37,management,married,tertiary,0,0,1,0,cellular,6,may,149,1,13,12.0,success,0
34739,37,blue-collar,married,primary,0,1222,1,0,cellular,6,may,206,1,-1,0.0,unknown,0
34742,52,services,divorced,secondary,0,12,1,0,cellular,6,may,78,1,170,1.0,failure,0
34743,35,blue-collar,married,secondary,0,5417,1,0,cellular,6,may,303,1,-1,0.0,unknown,0
34745,54,management,married,primary,1,0,1,1,cellular,6,may,95,1,-1,0.0,unknown,0
34746,35,management,married,tertiary,0,0,1,1,cellular,6,may,113,1,351,1.0,other,0
34747,60,blue-collar,married,primary,0,6271,1,0,cellular,6,may,210,2,254,5.0,failure,0
34748,51,entrepreneur,married,unknown,0,2396,1,0,cellular,6,may,241,2,-1,0.0,unknown,0
34749,40,admin.,divorced,secondary,0,83,1,0,cellular,6,may,327,1,280,6.0,failure,0
34750,34,blue-collar,married,secondary,0,649,1,0,cellular,6,may,224,1,363,1.0,other,0
34751,40,blue-collar,married,primary,0,-234,1,0,cellular,6,may,275,1,-1,0.0,unknown,0
34752,49,management,married,tertiary,0,489,1,0,cellular,6,may,65,1,358,1.0,failure,0
34755,34,technician,single,secondary,0,22,1,0,cellular,6,may,197,1,-1,0.0,unknown,0
34756,27,admin.,married,secondary,0,710,1,1,cellular,6,may,653,1,334,2.0,success,1
34758,50,technician,married,secondary,0,0,1,0,cellular,6,may,327,1,356,1.0,other,0
34760,23,admin.,single,secondary,0,589,1,0,cellular,6,may,62,1,-1,0.0,unknown,0
34763,37,technician,married,secondary,0,1784,1,0,cellular,6,may,372,1,-1,0.0,unknown,0
34764,34,admin.,single,tertiary,0,18,1,0,cellular,6,may,285,1,288,17.0,other,0
34765,39,admin.,married,secondary,0,1101,1,0,cellular,6,may,128,3,-1,0.0,unknown,0
34766,39,admin.,single,secondary,0,4917,1,1,cellular,6,may,26,1,-1,0.0,unknown,0
34768,30,self-employed,married,tertiary,1,-1083,1,0,cellular,6,may,401,1,336,2.0,failure,0
34769,39,technician,divorced,tertiary,1,3,0,0,cellular,6,may,488,1,-1,0.0,unknown,1
34771,58,management,married,tertiary,0,0,1,1,cellular,6,may,293,1,351,2.0,failure,0
34772,24,blue-collar,single,secondary,0,1857,1,0,cellular,6,may,473,4,-1,0.0,unknown,0
34773,29,blue-collar,married,primary,0,111,1,0,cellular,6,may,14,11,-1,0.0,unknown,0
34774,31,services,married,secondary,0,1783,1,1,cellular,6,may,219,1,-1,0.0,unknown,0
34776,33,management,single,tertiary,0,4835,0,0,cellular,6,may,362,2,-1,0.0,unknown,0
34777,35,services,married,secondary,0,0,1,0,cellular,6,may,343,3,351,1.0,failure,0
34778,29,services,single,secondary,0,2,1,0,cellular,6,may,403,4,-1,0.0,unknown,0
34780,57,retired,married,primary,0,0,1,0,cellular,6,may,62,2,273,2.0,failure,0
34781,38,technician,single,secondary,0,1019,1,0,cellular,6,may,249,1,-1,0.0,unknown,0
34782,27,management,single,tertiary,0,2559,1,0,cellular,6,may,227,1,-1,0.0,unknown,0
34783,56,management,married,tertiary,0,563,1,0,cellular,6,may,100,2,168,1.0,failure,0
34786,26,services,single,secondary,0,-481,1,1,cellular,6,may,595,5,-1,0.0,unknown,0
34787,37,entrepreneur,married,secondary,0,0,1,1,cellular,6,may,160,2,-1,0.0,unknown,0
34789,31,services,single,secondary,0,864,1,0,cellular,6,may,100,1,-1,0.0,unknown,0
34791,36,management,single,secondary,0,532,1,0,cellular,6,may,50,1,-1,0.0,unknown,0
34792,35,technician,divorced,secondary,0,84,1,1,cellular,6,may,954,1,-1,0.0,unknown,1
34793,36,admin.,married,secondary,0,788,1,0,cellular,6,may,403,1,345,1.0,failure,0
34795,37,technician,divorced,secondary,0,141,1,0,cellular,6,may,848,1,364,3.0,failure,1
34797,35,management,married,tertiary,0,105,1,0,cellular,6,may,36,1,365,3.0,failure,0
34798,43,blue-collar,married,secondary,0,388,1,1,cellular,6,may,644,1,355,2.0,failure,0
34799,34,blue-collar,married,unknown,0,41,1,0,cellular,6,may,34,9,-1,0.0,unknown,0
34800,51,management,married,tertiary,0,437,1,0,cellular,6,may,109,1,-1,0.0,unknown,0
34802,46,entrepreneur,married,tertiary,0,25204,1,1,cellular,6,may,72,1,-1,0.0,unknown,0
34803,30,technician,married,secondary,0,616,1,0,cellular,6,may,19,1,-1,0.0,unknown,0
34804,40,management,married,tertiary,0,-606,1,0,cellular,6,may,90,1,345,1.0,failure,0
34805,21,services,single,secondary,0,3033,1,0,cellular,6,may,347,1,-1,0.0,unknown,0
34806,34,admin.,divorced,secondary,0,0,1,0,cellular,6,may,153,1,-1,0.0,unknown,0
34807,34,blue-collar,married,secondary,0,-349,1,0,cellular,6,may,208,1,365,1.0,failure,0
34808,31,technician,single,secondary,0,53,1,1,cellular,6,may,530,1,-1,0.0,unknown,1
34809,30,admin.,married,secondary,0,-150,1,0,cellular,6,may,174,1,365,1.0,failure,0
34810,40,management,divorced,tertiary,0,69,1,0,cellular,6,may,503,2,280,2.0,failure,0
34812,27,entrepreneur,married,unknown,0,345,1,1,cellular,6,may,465,1,289,4.0,failure,0
34815,32,blue-collar,single,secondary,0,53,1,0,cellular,6,may,153,1,169,2.0,failure,0
34816,44,management,single,tertiary,0,3,1,0,cellular,6,may,147,1,-1,0.0,unknown,0
34817,35,admin.,divorced,secondary,0,-101,1,1,cellular,6,may,128,1,-1,0.0,unknown,0
34818,32,blue-collar,single,primary,0,1137,1,1,cellular,6,may,274,1,-1,0.0,unknown,0
34819,39,management,single,tertiary,0,1428,1,0,cellular,6,may,278,1,-1,0.0,unknown,0
34820,28,technician,single,tertiary,0,875,1,0,cellular,6,may,55,1,-1,0.0,unknown,0
34821,52,services,divorced,secondary,0,238,1,0,cellular,6,may,101,1,362,5.0,other,0
34822,28,services,single,secondary,0,123,1,0,cellular,6,may,115,1,359,3.0,failure,0
34824,24,admin.,married,secondary,0,299,1,0,cellular,6,may,209,1,321,1.0,failure,0
34825,45,unemployed,married,secondary,0,56,1,0,cellular,6,may,195,1,-1,0.0,unknown,0
34826,35,services,married,secondary,0,302,1,0,cellular,6,may,137,1,364,1.0,failure,0
34829,49,blue-collar,divorced,primary,0,0,1,0,cellular,6,may,305,1,281,2.0,failure,0
34831,26,blue-collar,single,secondary,0,0,1,0,cellular,6,may,340,1,-1,0.0,unknown,0
34832,28,student,single,tertiary,0,471,1,0,cellular,6,may,209,1,-1,0.0,unknown,0
34836,30,management,divorced,tertiary,0,415,1,1,cellular,6,may,984,1,343,4.0,failure,1
34838,37,admin.,divorced,secondary,0,315,1,0,cellular,6,may,234,1,-1,0.0,unknown,0
34839,29,admin.,married,secondary,0,2,1,0,cellular,6,may,339,1,362,1.0,failure,0
34841,30,entrepreneur,married,secondary,0,392,1,0,cellular,6,may,124,1,167,3.0,failure,0
34842,37,blue-collar,married,primary,0,0,1,0,cellular,6,may,226,1,363,3.0,other,0
34845,44,entrepreneur,married,secondary,0,860,1,1,cellular,6,may,96,2,295,5.0,failure,0
34846,32,technician,single,secondary,0,6402,1,0,cellular,6,may,158,1,167,1.0,success,0
34847,52,admin.,married,secondary,0,786,1,0,cellular,6,may,164,5,-1,0.0,unknown,0
34848,48,entrepreneur,single,secondary,0,0,1,0,cellular,6,may,236,1,-1,0.0,unknown,0
34849,43,management,married,primary,0,88,0,1,cellular,6,may,210,1,-1,0.0,unknown,0
34850,31,student,single,unknown,0,2882,1,0,cellular,6,may,158,2,-1,0.0,unknown,0
